Title,Description,Date,Location,Source,URL,Organiser
An Introduction to Import and Export,"This event outlines the basic requirements and  elements including tariff, commodity and custom procedure codes, calculating the duties payable, what the National Export System covers, ways to save time and money, penalties and future developments.",Mon Jun 14 00:00:00 +0100 2010,"Thames Street, Staines",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
IMS Auditor Course (covering ISO9001/14001/18001),"Integrated Management System (IMS) internal auditor course covers ISO9001, 14001 and OHSAS18001.",Mon Jun 14 00:00:00 +0100 2010,"Weavers Court, Linfield Road, Belfast",Business Link,http://www.quadraconsulting.com/training_calendar/calendar.htm,Business Link
Becoming a Director - Guide to Tax and National Insurance,"This event will give you an overview of the tax, National Insurance and VAT responsibilities of a director to HMRC.  It also covers directors' expenses and benefits, some basics about dividends, keeping records and the special rules for calculating directors' National Insurance.",Mon Jun 14 00:00:00 +0100 2010,"Cardington Road, Bedford",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/central.htm,Business Link
Newly Self-Employed - The Basics,"This event covers the main tax and National Insurance issues, how to register, the basics about keeping records, when your first self assessment tax return and payments are due and whether you need to register for VAT.",Mon Jun 14 00:00:00 +0100 2010,"Watlington Street, Reading",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
Start Up Awareness Seminar,If you're thinking about planning or starting your own business you will benefit from attending this awareness raising session.,Mon Jun 14 00:00:00 +0100 2010,"George House, 36 North Hanover Street, GLASGOW G1 2AD",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001509285,Business Link
Marketing Your Business,This workshop will help you create a realistic marketing plan designed to improve your marketing efforts and ultimately lead to more sales,Mon Jun 14 00:00:00 +0100 2010,"Business Gateway, 1 Aurora Avenue, CLYDEBANK G81 1XQ",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001519692,Business Link
Business Expenses and Capital Allowances for the Self-Employed,This event will show you what business expenses you can claim and explain about Capital Allowances and how they give your business tax relief.,Tue Jun 15 00:00:00 +0100 2010,"Thames Street, Staines",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
Getting Ready for Business,During this workshop delegates will be provided with some tips and guidance on starting a business.,Tue Jun 15 00:00:00 +0100 2010,"Woodend Creative Workspace, Scarborough",Business Link,http://blgov.regionalknowledgesystem.com/default.aspx?id=7406,Business Link
Writing Winning Tenders,"This workshop looks at how to write effective bids, proposals and tenders in order to win more business.",Tue Jun 15 00:00:00 +0100 2010,"Leisure Centre, Goole",Business Link,http://blgov.regionalknowledgesystem.com/default.aspx?id=7280,Business Link
Bookkeeping Part 1 of 2,This workshop aims to equip attendees with an understanding of bookkeeping principles and the requirement for businesses to produce accurate information for tax and other purposes. Part 1 of 2 part course.,Thu Jul 08 00:00:00 +0100 2010,"Gean House, Tullibody Road, Alloa, CLACKMANNANSHIRE FK10 2HS",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001536570,Business Link
Business Expenses and Capital Allowances for the Self-Employed,This event will show you what business expenses you can claim and explain about Capital Allowances and how they give your business tax relief.,Thu Jul 08 00:00:00 +0100 2010,"Watlington Street, Reading",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
Develop Your Website,"This course provides you with an overview of how to plan, develop and manage your website",Thu Jul 08 00:00:00 +0100 2010,"Enterprise Business Centre, Admiral Court, Poynernook Road, ABERDEEN AB11 5QX",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001559346,Business Link
Let's Talk - Bright Marketing,This seminar will advise delegates on the best ways to market their business.,Thu Jul 08 00:00:00 +0100 2010,"Kassam Stadium, Oxford",Business Link,http://www.directorscentre.com/lets-talk.php,Business Link
Business Advice Open Day,This event brings together a team of experts who can provide advice and support on a range of subjects from starting a business through to growth and expansion.,Thu Jul 08 00:00:00 +0100 2010,"Fenton Community Centre, Stoke on Trent",Business Link,http://www.businesslink.gov.uk/advicedays,Business Link
"Statutory Pay and Leave for Maternity, Paternity and Adoption","This workshop covers how to calculate payments of SMP, SPP and SAP to eligible employees, what the leave conditions are and what to do if an employee is not eligible.",Thu Jul 08 00:00:00 +0100 2010,"Regent Hill, Brighton",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
Newly Self-Employed - The Basics,"This event covers the main tax and National Insurance issues, how to register, the basics about keeping records, when your first self assessment tax return and payments are due and whether you need to register for VAT.",Fri Jul 09 00:00:00 +0100 2010,"The Square, Basingstoke",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
Self-Assessment Online,"This event will show you how to register for online services, the benefits and ease of doing it online, how to complete your tax return online, the important dates, and how to pay your tax.",Fri Jul 09 00:00:00 +0100 2010,"Farnsby Street, Swindon",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
Bookkeeping,This workshop aims to equip you with an understanding of bookkeeping principles and demonstrates why keeping financial records is so important to the success of your business.,Fri Jul 09 00:00:00 +0100 2010,"Burnside Business Centre, Burnside Road, PETERHEAD AB42 3AW",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001563408,Business Link
Self-Assessment Online,"This event will show you how to register for online services, the benefits and ease of doing it online, how to complete your tax return online, the important dates, and how to pay your tax.",Mon Jul 12 00:00:00 +0100 2010,"Barrington Road, Worthing",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
Start Up Awareness Seminar,If you're thinking about planning or starting your own business you will benefit from attending this awareness raising session.,Mon Aug 16 00:00:00 +0100 2010,"Enterprise Business Centre, Admiral Court, Poynernook Road, ABERDEEN AB11 5QX",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001563739,Business Link
How VAT Works,This workshop aims to equip attendees with an understanding of how VAT works.,Mon Aug 16 00:00:00 +0100 2010,"Burnside Business Centre, Burnside Road, PETERHEAD AB42 3AW",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001563803,Business Link
Resource Planning and Management,Good financial management is essential. Learn to manage a profit and loss account; produce a cashflow statement; understand the meaning of working capital; describe the main sources of finance; and understand the different legal structures of a business.,Mon Aug 16 00:00:00 +0100 2010,"The Enterprise Centre, Lennox House, Almondvale Boulevard, LIVINGSTON EH54 6QP",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001559847,Business Link
Personal and Business Planning - Start Up Workshop,"It is essential to have a realistic, working business plan when you're starting up a business. This workshop shows you how to create a robust business plan",Mon Aug 16 00:00:00 +0100 2010,"Enterprise Business Centre, Admiral Court, Poynernook Road, ABERDEEN AB11 5QX",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001563718,Business Link
IT For Business Start Up Workshop,Effective IT and ebusiness adoption can significantly help companies operate more effectively and take advantage of new opportunities that may otherwise not exist,Mon Aug 16 00:00:00 +0100 2010,"Falkirk for Business, Newhouse Business Park, GRANGEMOUTH FK3 8LL",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001552656,Business Link
Construction Industry Scheme,"This event will explain the key points of the scheme including employment status, when and how to verify subcontractors and how to complete the monthly return. It also covers the Construction Industry Scheme online service.",Mon Aug 16 00:00:00 +0100 2010,"Duke Street, Woking",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
Absence Management,This is a highly effective one day workshop designed to assist delegates with managing the costly problem of workplace absenteeism.,Tue Aug 17 00:00:00 +0100 2010,"Holiday Inn, Ormeau Ave, Belfast",Business Link,http://www.cosensa.co.uk/CourseInformation.php?CourseID=70&CourseTypeID=4,Business Link
Improve Your Search Engine Ranking,"Find out how search engine optimisation techniques can help you improve your search engine ranking, attract more visitors and improve your website's performance",Tue Aug 17 00:00:00 +0100 2010,"Business Gateway, Apex House, 99 Haymarket Terrace, EDINBURGH EH12 5HD",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001560256,Business Link
Accessing Business Finance,The aim of the Accessing Business Finance Workshops is to introduce entrepreneurs and business owners to the basic principles of accessing business finance and inform them of the financing options available to companies in Wales,Tue Aug 17 00:00:00 +0100 2010,"Orbit Business Centre, Rhydycar Business Park, Merthyr Tydfil",Business Link,http://ms.fs4b.wales.gov.uk/business_events_wales/events/a/accessingbus_-_wag_-_280710.aspx,Business Link
